"ExpertId"	"ConceptId"	"ConceptName"	"Rank"	"Vocabulary"
"3000010"	"5490"	"image coding"	"0.09399178"	"cpx"
"3000010"	"6659"	"matlab"	"0.09350007"	"cpx"
"3000010"	"5802"	"electric network analysis"	"0.09309707"	"cpx"
"3000010"	"9925"	"embedded systems"	"0.09193343"	"cpx"
"3000010"	"4271"	"boundary value problems"	"0.091844805"	"cpx"
"3000010"	"1967"	"distribution functions"	"0.09079757"	"cpx"
"3000010"	"3431"	"nonlinear equations"	"0.09014842"	"cpx"
"3000010"	"7046"	"linear systems"	"0.08939245"	"cpx"
"3000010"	"4161"	"probability distributions"	"0.089307964"	"cpx"
"3000010"	"3061446"	"heavy traffic"	"1"	"eco"
"3000010"	"7410967"	"viscosity solutions"	"0.9847903"	"eco"
"3000010"	"6621387"	"stochastic differential games"	"0.696766"	"eco"
"3000010"	"4122523"	"markov process"	"0.6410699"	"eco"
"3000010"	"2016986"	"domain"	"0.62245405"	"eco"
"3000010"	"665122"	"asymptotic stability"	"0.6045147"	"eco"
"3000010"	"7338458"	"value function"	"0.57948077"	"eco"
"3000010"	"6620076"	"stochastic differential equations"	"0.57301456"	"eco"
"3000010"	"994586"	"brownian motion"	"0.56841385"	"eco"
"3000010"	"6590186"	"stationary distribution"	"0.47653258"	"eco"
"3000010"	"2552183"	"filter"	"0.46399122"	"eco"
"3000010"	"2336420"	"ergodicity"	"0.46129102"	"eco"
"3000010"	"3480964"	"integrability"	"0.41742685"	"eco"
"3000010"	"1774577"	"dynamic programming"	"0.38511947"	"eco"
"3000010"	"1392689"	"coefficients"	"0.3834894"	"eco"
"3000010"	"3873951"	"limit theorems"	"0.3819691"	"eco"
"3000010"	"656389"	"associated game"	"0.3622406"	"eco"
"3000010"	"2991326"	"hjb equation"	"0.3441265"	"eco"
"3000010"	"6110757"	"sample average approximation"	"0.34352502"	"eco"
"3000010"	"2677380"	"free boundary"	"0.3331757"	"eco"
"3000010"	"2414454"	"exponential stability"	"0.32004446"	"eco"
"3000010"	"5779966"	"random graphs"	"0.3089305"	"eco"
"3000010"	"6226729"	"semimartingale"	"0.30723217"	"eco"
"3000010"	"7218513"	"u-statistics"	"0.306986"	"eco"
"3000010"	"3481006"	"integral"	"0.30604622"	"eco"
"3000010"	"1515415"	"confidence region"	"0.3040403"	"eco"
"3000010"	"4933873"	"optimal stopping"	"0.2975563"	"eco"
"3000010"	"6619967"	"stochastic control"	"0.29525316"	"eco"
"3000010"	"7483822"	"weak convergence"	"0.28336316"	"eco"
"3000010"	"1556804"	"continuous time"	"0.27358305"	"eco"
"3000010"	"6591550"	"statistical inference"	"0.27320656"	"eco"
"3000010"	"7352595"	"variational inequalities"	"0.2714798"	"eco"
"3000010"	"6591503"	"statistics"	"0.2681031"	"eco"
"3000010"	"1177496"	"catalyst"	"0.25853083"	"eco"
"3000010"	"3346600"	"immigration"	"0.25729293"	"eco"
"3000010"	"7269602"	"uniqueness"	"0.24616769"	"eco"
"3000010"	"1967994"	"dirichlet"	"0.24258058"	"eco"
"3000010"	"6757952"	"surplus"	"0.23925738"	"eco"
"3000010"	"3970645"	"lower bounds"	"0.23420888"	"eco"
"3000010"	"7086507"	"trajectory"	"0.23396108"	"eco"
"3000010"	"1929794"	"diffusion model"	"0.1899776"	"eco"
"3000010"	"6133967"	"scaling"	"0.18674694"	"eco"
"3000010"	"953107"	"boundary conditions"	"0.18206199"	"eco"
"3000010"	"1579804"	"convex cone"	"0.16543098"	"eco"
"3000010"	"5891700"	"relative entropy"	"0.1644829"	"eco"
"3000010"	"6099678"	"saddlepoint"	"0.1444511"	"eco"
"3000010"	"3999311"	"lyapunov function"	"0.13196433"	"eco"
"3000010"	"5882003"	"regularity"	"0.13145246"	"eco"
"3000010"	"4938764"	"optimal stopping problem"	"0.12688363"	"eco"
"3000010"	"6620013"	"stochastic processes"	"0.12653746"	"eco"
"3000010"	"1974383"	"discount"	"0.12325589"	"eco"
"3000010"	"2390"	"matrix"	"0.10628648"	"eco"
"3000010"	"7483563"	"weak solution"	"0.10621763"	"eco"
"3000010"	"6620516"	"stochastic optimal control"	"0.106094986"	"eco"
"3000010"	"4393842"	"moment generating function"	"0.10558125"	"eco"
"3000010"	"5917868"	"representation theorem"	"0.10415622"	"eco"
"3000010"	"2351845"	"estimator"	"0.10169668"	"eco"
"3000010"	"664700"	"asymptotic behavior"	"0.101063706"	"eco"
"3000010"	"3848803"	"leveling"	"0.09852623"	"eco"
"3000010"	"5557632"	"process approach"	"0.09831043"	"eco"
"3000010"	"5367230"	"point process"	"0.09533241"	"eco"
"3000010"	"1980085"	"discretization"	"0.092077196"	"eco"
"3000011"	"8081"	"toads"	"1"	"nal"
"3000011"	"805"	"spouses"	"0.4914492"	"nal"
"3000011"	"18300"	"males"	"0.35601312"	"nal"
"3000011"	"29755"	"females"	"0.3316982"	"nal"
"3000011"	"28988"	"mating behavior"	"0.25590968"	"nal"
"3000011"	"30217"	"hybridization"	"0.23240466"	"nal"
"3000011"	"12606"	"neural networks"	"0.22021566"	"nal"
"3000011"	"4050"	"speciation"	"0.19785194"	"nal"
"3000011"	"1476"	"monoamines"	"0.18738383"	"nal"
"3000011"	"68553"	"tadpoles"	"0.18274453"	"nal"
"3000011"	"137311"	"phenotypic plasticity"	"0.11783252"	"nal"
"3000011"	"9318"	"models"	"0.113114655"	"nal"
"3000011"	"60923"	"raphanus raphanistrum"	"0.102594286"	"nal"
"3000011"	"5154"	"aggregation behavior"	"0.0987253"	"nal"
"3000011"	"54775"	"new species"	"0.09226832"	"nal"
"3000011"	"34991"	"testing"	"0.089671016"	"nal"
"3000011"	"60840"	"radishes"	"0.07977261"	"nal"
"3000011"	"39711"	"foraging"	"0.07805162"	"nal"
"3000011"	"3136"	"spermatozoa"	"0.060825486"	"nal"
"3000011"	"280"	"loci"	"0.06023318"	"nal"
"3000011"	"8701"	"pollen"	"0.059724465"	"nal"
"3000011"	"9009"	"predation"	"0.059527688"	"nal"
"3000011"	"38835"	"extinction"	"0.05403247"	"nal"
"3000011"	"838"	"pathogens"	"0.051402163"	"nal"
"3000011"	"19595"	"raphanus"	"0.050943334"	"nal"
"3000011"	"35677"	"niches"	"0.045994524"	"nal"
"3000011"	"17610"	"predators"	"0.045165706"	"nal"
"3000011"	"28334"	"competitive exclusion"	"0.04352376"	"nal"
"3000011"	"38836"	"natural selection"	"0.04159731"	"nal"
"3000011"	"6539"	"genes"	"0.040174495"	"nal"
"3000011"	"62755"	"seed set"	"0.039306518"	"nal"
"3000011"	"1515"	"serotonin"	"0.038313277"	"nal"
"3000011"	"41680"	"fruit set"	"0.03762674"	"nal"
"3000011"	"9108"	"larval development"	"0.03686788"	"nal"
"3000011"	"17447"	"ontogeny"	"0.034844927"	"nal"
"3000011"	"4628"	"organisms"	"0.034171097"	"nal"
"3000011"	"7175"	"pollination"	"0.03375209"	"nal"
"3000011"	"21930"	"cans"	"0.033350363"	"nal"
"3000011"	"9042"	"byproducts"	"0.033203047"	"nal"
"3000011"	"57855"	"phonotaxis"	"0.032830574"	"nal"
"3000011"	"12268"	"hands"	"0.03251025"	"nal"
"3000011"	"9468"	"fecundity"	"0.03241534"	"nal"
"3000011"	"35747"	"prediction"	"0.031404886"	"nal"
"3000011"	"11506"	"habitats"	"0.029452946"	"nal"
"3000011"	"47395"	"metamorphosis"	"0.028862972"	"nal"
"3000011"	"9337"	"brain"	"0.028303292"	"nal"
"3000011"	"10049"	"corals"	"0.027667433"	"nal"
"3000011"	"61084"	"reproductive traits"	"0.0245026"	"nal"
"3000011"	"20440"	"seeds"	"0.023310091"	"nal"
"3000011"	"4355"	"epinephrine"	"0.020472487"	"nal"
"3000011"	"50235"	"linkage disequilibrium"	"0.019914396"	"nal"
"3000011"	"8554"	"anatidae"	"0.0198438"	"nal"
"3000011"	"4356"	"norepinephrine"	"0.0198177"	"nal"
"3000011"	"2522"	"neurotransmitters"	"0.01976588"	"nal"
"3000011"	"35717"	"ecologists"	"0.019667126"	"nal"
"3000011"	"1436"	"dopamine"	"0.01949586"	"nal"
"3000011"	"18167"	"sampling"	"0.018209355"	"nal"
"3000011"	"34152"	"divergent evolution"	"0.017790385"	"nal"
"3000011"	"1521"	"anura"	"1"	"msh"
"3000011"	"470259"	"genetic speciation"	"0.5600619"	"msh"
"3000011"	"19725"	"sexual behavior, animal"	"0.45119673"	"msh"
"3000011"	"10669"	"hybridization, genetic"	"0.39582944"	"msh"
"3000011"	"552678"	"reproductive isolation"	"0.3324823"	"msh"
"3000011"	"1219"	"animals"	"0.30815485"	"msh"
"3000011"	"557067"	"sympatry"	"0.29683957"	"msh"
"3000011"	"16527"	"phenotype"	"0.27646562"	"msh"
"3000011"	"26833"	"biodiversity"	"0.24766788"	"msh"
"3000011"	"7992"	"biological evolution"	"0.23986734"	"msh"
"3000011"	"20221"	"species specificity"	"0.20366207"	"msh"
"3000011"	"18812"	"reproduction"	"0.19497225"	"msh"
"3000011"	"341"	"adaptation, physiological"	"0.18814418"	"msh"
"3000011"	"13969"	"models, biological"	"0.18411976"	"msh"
"3000011"	"26832"	"ecosystem"	"0.1837052"	"msh"
"3000011"	"26913"	"elapidae"	"0.18290965"	"msh"
"3000011"	"12219"	"larva"	"0.18166344"	"msh"
"3000011"	"4912"	"competitive behavior"	"0.17612371"	"msh"
"3000011"	"25278"	"neural networks (computer)"	"0.14742826"	"msh"
"3000011"	"20000"	"social behavior"	"0.13214123"	"msh"
"3000011"	"8287"	"feeding behavior"	"0.12869321"	"msh"
"3000011"	"28541"	"evolution, molecular"	"0.12677093"	"msh"
"3000011"	"17311"	"population dynamics"	"0.12598248"	"msh"
"3000011"	"13972"	"models, genetic"	"0.12190761"	"msh"
"3000011"	"19719"	"reproductive behavior"	"0.11988131"	"msh"
"3000011"	"17210"	"polymorphism, genetic"	"0.11633361"	"msh"
"3000011"	"480576"	"gene flow"	"0.10985047"	"msh"
"3000011"	"487916"	"mating preference, animal"	"0.10580089"	"msh"
"3000011"	"26908"	"colubridae"	"0.10131991"	"msh"
"3000011"	"23368"	"southwestern united states"	"0.09694585"	"msh"
"3000011"	"505083"	"amplified fragment length polymorphism analysis"	"0.0952506"	"msh"
"3000011"	"1222"	"animal communication"	"0.09358944"	"msh"
"3000011"	"2743"	"body size"	"0.09105386"	"msh"
"3000011"	"545210"	"molecular typing"	"0.08789389"	"msh"
"3000011"	"13521"	"metamorphosis, biological"	"0.08618129"	"msh"
"3000011"	"338"	"adaptation, biological"	"0.085676566"	"msh"
"3000011"	"17456"	"predatory behavior"	"0.08546989"	"msh"
"3000011"	"22827"	"vocalization, animal"	"0.08522148"	"msh"
"3000011"	"18460"	"rain"	"0.082418114"	"msh"
"3000011"	"6988"	"ecology"	"0.08000236"	"msh"
"3000011"	"19989"	"snakes"	"0.07825476"	"msh"
"3000011"	"20029"	"social isolation"	"0.077702604"	"msh"
"3000011"	"535174"	"climate change"	"0.07677516"	"msh"
"3000011"	"10623"	"host-parasite interactions"	"0.07513871"	"msh"
"3000011"	"13986"	"molecular sequence data"	"0.07509708"	"msh"
"3000011"	"92"	"acclimatization"	"0.07455662"	"msh"
"3000011"	"5350"	"crosses, genetic"	"0.07205118"	"msh"
"3000011"	"467928"	"history, 21st century"	"0.070565626"	"msh"
"3000011"	"243"	"acoustic stimulation"	"0.06796511"	"msh"
"3000011"	"9147"	"genetics, population"	"0.06758348"	"msh"
"3000011"	"9179"	"geography"	"0.06743085"	"msh"
"3000011"	"14996"	"north america"	"0.066916615"	"msh"
"3000011"	"8841"	"fresh water"	"0.06456869"	"msh"
"3000011"	"28258"	"microsatellite repeats"	"0.06397892"	"msh"
"3000011"	"18928"	"polymorphism, restriction fragment length"	"0.0630933"	"msh"
"3000011"	"30063"	"oligonucleotide array sequence analysis"	"0.061465852"	"msh"
"3000011"	"9130"	"genetic markers"	"0.061053474"	"msh"
"3000011"	"28032"	"statistics, nonparametric"	"0.059144363"	"msh"
"3000011"	"328041"	"polymorphism, single nucleotide"	"0.058994457"	"msh"
"3000011"	"328024"	"gene expression profiling"	"0.058751665"	"msh"
"3000011"	"2917"	"breeding"	"0.058289874"	"msh"
"3000011"	"467924"	"history, 19th century"	"0.058239937"	"msh"
"3000011"	"13984"	"molecular biology"	"0.05761109"	"msh"
"3000011"	"15918"	"parasites"	"0.055731893"	"msh"
"3000011"	"13885"	"milk"	"0.055200152"	"msh"
"3000011"	"26438"	"sequence analysis, dna"	"0.053992815"	"msh"
"3000011"	"16775"	"phylogeny"	"0.053702533"	"msh"
"3000011"	"9065"	"gene expression regulation"	"0.050536923"	"msh"
"3000011"	"467925"	"history, 20th century"	"0.04972585"	"msh"
"3000011"	"727"	"alleles"	"0.04940243"	"msh"
"3000011"	"18643"	"recombination, genetic"	"0.048292294"	"msh"
"3000011"	"9244"	"toad"	"1"	"geo"
"3000011"	"2167"	"character displacement"	"0.5254296"	"geo"
"3000011"	"6119"	"mate choice"	"0.5175515"	"geo"
"3000011"	"647"	"allopatry"	"0.4146028"	"geo"
"3000011"	"8329"	"sexual selection"	"0.39578304"	"geo"
"3000011"	"7822"	"speciation (biology)"	"0.34709704"	"geo"
"3000011"	"6029"	"male"	"0.32153916"	"geo"
"3000011"	"4094"	"female"	"0.28424385"	"geo"
"3000011"	"3395"	"divergence"	"0.24593918"	"geo"
"3000011"	"4196"	"fitness"	"0.23978387"	"geo"
"3000011"	"6030"	"male behavior"	"0.21947448"	"geo"
"3000011"	"5481"	"introgression"	"0.2110025"	"geo"
"3000011"	"6123"	"mate recognition"	"0.17005964"	"geo"
"3000011"	"364"	"population structure"	"0.14187507"	"geo"
"3000011"	"3968"	"evolutionary biology"	"0.13752496"	"geo"
"3000011"	"1052"	"artificial neural network"	"0.1222059"	"geo"
"3000011"	"8684"	"species diversity"	"0.10195583"	"geo"
"3000011"	"7780"	"reinforcement"	"0.09978081"	"geo"
"3000011"	"2559"	"resource"	"0.09611015"	"geo"
"3000011"	"4313"	"food availability"	"0.09337326"	"geo"
"3000011"	"1915"	"calling behavior"	"0.085030824"	"geo"
"3000011"	"1641"	"body condition"	"0.08441913"	"geo"
"3000011"	"6787"	"omnivory"	"0.08061038"	"geo"
"3000011"	"7512"	"prey preference"	"0.07943348"	"geo"
"3000011"	"4256"	"foraging behavior"	"0.07791891"	"geo"
"3000011"	"6932"	"palatability"	"0.077678405"	"geo"
"3000011"	"6582"	"nesting success"	"0.077367306"	"geo"
"3000011"	"6575"	"nest predation"	"0.076431006"	"geo"
"3000011"	"6310"	"mimicry"	"0.07605255"	"geo"
"3000011"	"4206"	"flatworm"	"0.07538583"	"geo"
"3000011"	"7391"	"polyploidy"	"0.07489426"	"geo"
"3000011"	"7513"	"prey selection"	"0.07444699"	"geo"
"3000011"	"1932"	"cannibalism"	"0.073619835"	"geo"
"3000011"	"5064"	"host-pathogen interaction"	"0.07093928"	"geo"
"3000011"	"8646"	"songbird"	"0.069838256"	"geo"
"3000011"	"2816"	"courtship"	"0.06925031"	"geo"
"3000011"	"10083"	"recombination"	"0.06819054"	"geo"
"3000011"	"9323"	"trade-off"	"0.06777181"	"geo"
"3000011"	"2687"	"interspecific interaction"	"0.067554705"	"geo"
"3000011"	"8328"	"sexual dimorphism"	"0.066780224"	"geo"
"3000011"	"2021"	"carnivore"	"0.066337846"	"geo"
"3000011"	"8520"	"snake"	"0.06528836"	"geo"
"3000011"	"9631"	"virulence"	"0.065109685"	"geo"
"3000011"	"7815"	"reproductive biology"	"0.06442566"	"geo"
"3000011"	"7494"	"predator-prey interaction"	"0.06360834"	"geo"
"3000011"	"1794"	"parasitism"	"0.06320976"	"geo"
"3000011"	"8707"	"sperm"	"0.06295042"	"geo"
"3000011"	"4555"	"genetic differentiation"	"0.06170656"	"geo"
"3000011"	"3560"	"ecological modeling"	"0.06138423"	"geo"
"3000011"	"9682"	"vortex"	"0.059964065"	"geo"
"3000011"	"754"	"model"	"0.059693158"	"geo"
"3000011"	"6134"	"maturation"	"0.05800806"	"geo"
"3000011"	"1605"	"fertility"	"0.057806537"	"geo"
"3000011"	"1100"	"asymmetry"	"0.057529826"	"geo"
"3000011"	"745"	"amplification"	"0.057482377"	"geo"
"3000011"	"9963"	"allele"	"0.056388214"	"geo"
"3000011"	"10505"	"genomics"	"0.055803083"	"geo"
"3000011"	"7062"	"pathogen"	"0.051738355"	"geo"
"3000011"	"855"	"environmental conditions"	"0.05131396"	"geo"
"3000011"	"3264"	"diet"	"0.048511475"	"geo"
"3000011"	"3390"	"disturbance"	"0.047425702"	"geo"
"3000011"	"3382"	"organic matter"	"0.047149982"	"geo"
"3000011"	"9382"	"treefall"	"0.04398833"	"geo"
"3000012"	"26152"	"suicide, assisted"	"1"	"msh"
"3000012"	"12504"	"life support care"	"0.9413396"	"msh"
"3000012"	"24923"	"treatment refusal"	"0.9130966"	"msh"
"3000012"	"7961"	"euthanasia"	"0.88937277"	"msh"
"3000012"	"21180"	"terminal care"	"0.813908"	"msh"
"3000012"	"15773"	"palliative care"	"0.7119025"	"msh"
"3000012"	"18089"	"public health"	"0.5692658"	"msh"
"3000012"	"8046"	"health expenditures"	"0.15462711"	"msh"
"3000012"	"9825"	"health"	"0.08151736"	"msh"
"3000012"	"22283"	"united states dept. of health and human services"	"0.0645015"	"msh"
"3000012"	"26041"	"focus groups"	"0.0519051"	"msh"
"3000012"	"450"	"administrative personnel"	"0.05011112"	"msh"
"3000012"	"11565"	"interviews as topic"	"0.035120483"	"msh"
"3000012"	"7119"	"efficiency"	"0.032934118"	"msh"
"3000016"	"10034501"	"election"	"1"	"soc"
"3000016"	"10052047"	"public opinion"	"0.9267939"	"soc"
"3000016"	"10069970"	"mood"	"0.8428821"	"soc"
"3000016"	"10034827"	"politics"	"0.7992679"	"soc"
"3000016"	"10040075"	"president"	"0.5971019"	"soc"
"3000016"	"10059003"	"public policy"	"0.5545871"	"soc"
"3000016"	"10061867"	"election result"	"0.50280744"	"soc"
"3000016"	"10054828"	"political center"	"0.48138377"	"soc"
"3000016"	"10051550"	"macro level"	"0.38119087"	"soc"
"3000016"	"10037693"	"peasant"	"0.33320397"	"soc"
"3000016"	"10053490"	"supreme court"	"0.3302786"	"soc"
"3000016"	"10040996"	"dialogue"	"0.29446712"	"soc"
"3000016"	"10051008"	"editorial"	"0.29078698"	"soc"
"3000016"	"10045054"	"justice"	"0.28782567"	"soc"
"3000016"	"10042413"	"trend"	"0.285914"	"soc"
"3000016"	"10062622"	"prosperity"	"0.27545288"	"soc"
"3000016"	"10036422"	"model"	"0.26941866"	"soc"
"3000016"	"10039200"	"citizen"	"0.26860696"	"soc"
"3000016"	"10036930"	"measurement"	"0.2635154"	"soc"
"3000016"	"10054736"	"political scientist"	"0.25907955"	"soc"
"3000016"	"10057756"	"responsibility"	"0.25385982"	"soc"
"3000016"	"10060687"	"cause"	"0.24800509"	"soc"
"3000016"	"10093587"	"economy"	"0.24453811"	"soc"
"3000016"	"10040937"	"interpretation"	"0.20934106"	"soc"
"3000016"	"10052184"	"statistical method"	"0.19045088"	"soc"
"3000016"	"10041739"	"political attitude"	"0.19036187"	"soc"
"3000016"	"11006408"	"acts of congress"	"0.18529816"	"soc"
"3000016"	"10037483"	"effect"	"0.18304713"	"soc"
"3000016"	"10053647"	"economic change"	"0.18113767"	"soc"
"3000016"	"10053626"	"econometrics"	"0.17927133"	"soc"
"3000016"	"10066231"	"social construction"	"0.1753064"	"soc"
"3000016"	"10041740"	"prejudice"	"0.17169042"	"soc"
"3000016"	"10034897"	"academy"	"0.1699336"	"soc"
"3000016"	"10047989"	"tolerance"	"0.16623056"	"soc"
"3000016"	"10054725"	"political science"	"0.16469742"	"soc"
"3000016"	"10034517"	"immigration"	"0.15372412"	"soc"
"3000016"	"10042902"	"human rights"	"0.15093681"	"soc"
"3000016"	"10041774"	"immigrant"	"0.14144146"	"soc"
"3000016"	"10039299"	"art"	"0.1404636"	"soc"
"3000016"	"10051469"	"luxury"	"0.14005572"	"soc"
"3000016"	"10037865"	"simulation"	"0.13321444"	"soc"
"3000016"	"10037953"	"test"	"0.12729168"	"soc"
"3000016"	"10054134"	"multi-party system"	"0.12685157"	"soc"
"3000016"	"10045172"	"history"	"0.12589623"	"soc"
"3000016"	"10043015"	"experiment"	"0.12393957"	"soc"
"3000016"	"10061850"	"presidential election"	"0.121860206"	"soc"
"3000016"	"10048187"	"journalist"	"0.117336296"	"soc"
"3000016"	"11000089"	"evaluation"	"0.113593064"	"soc"
"3000016"	"10034500"	"voting"	"0.10860204"	"soc"
"3000016"	"10049279"	"politician"	"0.10731696"	"soc"
"3000016"	"10040714"	"survey research"	"0.09699258"	"soc"
"3000016"	"10035466"	"historical analysis"	"0.09637789"	"soc"
"3000016"	"10041697"	"party system"	"0.09495772"	"soc"
"3000016"	"10035040"	"regularity"	"0.09462139"	"soc"
"3000016"	"10036160"	"disposition"	"0.08848113"	"soc"
"3000016"	"10055015"	"popularity"	"0.08497492"	"soc"
"3000016"	"10052870"	"news"	"0.07700566"	"soc"
"3000016"	"10047538"	"innovation"	"0.06945108"	"soc"
"3000016"	"9016"	"symbolism"	"1"	"geo"
"3000016"	"3672"	"electoral system"	"0.95694214"	"geo"
"3000016"	"5814"	"liberalism"	"0.9430874"	"geo"
"3000016"	"7350"	"political ideology"	"0.92324793"	"geo"
"3000016"	"9685"	"voting behavior"	"0.9124423"	"geo"
"3000016"	"7569"	"public attitude"	"0.857114"	"geo"
"3000016"	"3504"	"dynamic analysis"	"0.82993776"	"geo"
"3000016"	"380"	"economic conditions"	"0.8198635"	"geo"
"3000016"	"5254"	"ideology"	"0.7985055"	"geo"
"3000016"	"5252"	"identification method"	"0.7696588"	"geo"
"3000016"	"422"	"economics"	"0.47115508"	"geo"
"3000016"	"2118"	"political change"	"0.43056977"	"geo"
"3000016"	"9230"	"time series"	"0.31402436"	"geo"
"3000019"	"24547"	"range of motion, articular"	"1"	"msh"
"3000019"	"520806"	"young adult"	"0.95683724"	"msh"
"3000019"	"1906"	"athletic injuries"	"0.9406456"	"msh"
"3000019"	"527021"	"athletes"	"0.93546385"	"msh"
"3000019"	"2870"	"brain concussion"	"0.86785847"	"msh"
"3000019"	"20387"	"sports"	"0.83463323"	"msh"
"3000019"	"27725"	"muscle, skeletal"	"0.8238378"	"msh"
"3000019"	"20389"	"sports medicine"	"0.7927612"	"msh"
"3000019"	"7617"	"postural balance"	"0.77796304"	"msh"
"3000019"	"2542"	"biomechanics"	"0.7597539"	"msh"
"3000019"	"17778"	"proprioception"	"0.7175191"	"msh"
"3000019"	"494823"	"muscle strength"	"0.7122555"	"msh"
"3000019"	"12066"	"knee"	"0.62041014"	"msh"
"3000019"	"23802"	"exercise"	"0.58945626"	"msh"
"3000019"	"14759"	"neuropsychological tests"	"0.5890359"	"msh"
"3000019"	"487886"	"muscle stretching exercises"	"0.58424646"	"msh"
"3000019"	"14232"	"muscle contraction"	"0.54896605"	"msh"
"3000019"	"14247"	"muscles"	"0.54520124"	"msh"
"3000019"	"19469"	"scapula"	"0.54520017"	"msh"
"3000019"	"1252"	"ankle"	"0.49964347"	"msh"
"3000019"	"1072"	"analysis of variance"	"0.476871"	"msh"
"3000019"	"12923"	"male"	"0.46340856"	"msh"
"3000019"	"18729"	"rehabilitation"	"0.44931477"	"msh"
"3000019"	"513530"	"resistance training"	"0.44065943"	"msh"
"3000019"	"5757"	"dehydration"	"0.4311315"	"msh"
"3000019"	"24292"	"racquet sports"	"0.3932699"	"msh"
"3000019"	"17373"	"posture"	"0.38787055"	"msh"
"3000019"	"7192"	"electromyography"	"0.38754278"	"msh"
"3000019"	"406670"	"lower extremity"	"0.3793694"	"msh"
"3000019"	"7051"	"edema"	"0.36362666"	"msh"
"3000019"	"4721"	"cognition"	"0.3614332"	"msh"
